Date,Open,High,Low,Close,Adj Close,Volume
2011-11-14,12276.900391,12342.000000,11876.500000,11892.400391,11892.400391,101411320000
2011-11-21,11751.299805,11892.400391,11420.799805,11462.099609,11462.099609,70130940000
2011-11-28,11672.000000,12229.900391,11462.099609,12075.099609,12075.099609,108855570000
2011-12-05,12152.099609,12268.900391,11917.000000,12034.799805,12034.799805,112357120000
2011-12-12,11905.900391,12034.400391,11468.700195,11635.400391,11635.400391,138587240000
2011-12-19,11659.799805,11949.099609,11507.599609,11926.700195,11926.700195,100110140000
2011-12-26,11893.400391,11959.799805,11703.200195,11955.099609,11955.099609,28858330000
2012-01-02,12097.200195,12253.099609,11955.900391,12188.599609,12188.599609,64425640000
2012-01-09,12195.000000,12346.799805,12117.000000,12231.099609,12231.099609,92852490000
2012-01-16,12232.599609,12417.700195,12198.900391,12397.099609,12397.099609,98717350000
2012-01-23,12433.000000,12616.000000,12326.799805,12466.500000,12466.500000,117272890000
2012-01-30,12371.700195,12624.000000,12338.299805,12577.299805,12577.299805,102391300000
2012-02-06,12547.200195,12592.099609,12328.900391,12389.400391,12389.400391,92546140000
2012-02-13,12428.400391,12516.799805,12291.799805,12458.299805,12458.299805,96799720000
2012-02-20,12538.599609,12763.799805,12469.000000,12725.799805,12725.799805,91272970000
2012-02-27,12703.299805,12788.599609,12602.500000,12643.799805,12643.799805,106873550000
2012-03-05,12630.400391,12644.900391,12237.700195,12503.599609,12503.599609,108330800000
2012-03-12,12493.000000,12538.500000,12354.099609,12497.000000,12497.000000,133328020000
2012-03-19,12494.599609,12561.799805,12335.400391,12465.700195,12465.700195,103525650000
2012-03-26,12535.599609,12603.700195,12194.500000,12392.200195,12392.200195,110222520000
2012-04-02,12381.500000,12526.599609,12051.200195,12103.099609,12103.099609,87367600000
2012-04-09,12047.000000,12230.500000,11869.000000,12040.400391,12040.400391,89797130000
2012-04-16,12076.200195,12228.000000,12016.200195,12147.299805,12147.299805,84509580000
2012-04-23,12025.099609,12248.099609,11919.099609,12237.799805,12237.799805,85058880000
2012-04-30,12203.799805,12364.599609,11824.299805,11871.200195,11871.200195,90066210000
2012-05-07,11805.299805,11879.000000,11555.099609,11694.700195,11694.700195,103341910000
2012-05-14,11571.700195,11689.400391,11256.700195,11280.599609,11280.599609,105195850000
2012-05-21,11444.599609,11627.599609,11260.000000,11576.500000,11576.500000,72606770000
2012-05-28,11622.099609,11687.700195,11344.400391,11361.200195,11361.200195,84421720000
2012-06-04,11347.099609,11727.599609,11209.599609,11500.599609,11500.599609,93763140000
2012-06-11,11592.500000,11593.700195,11382.400391,11524.900391,11524.900391,110139330000
2012-06-18,11490.400391,11824.599609,11381.700195,11435.500000,11435.500000,88684590000
2012-06-25,11373.599609,11629.599609,11251.900391,11596.599609,11596.599609,90445630000
2012-07-02,11727.500000,11936.200195,11596.599609,11660.000000,11660.000000,52491150000
2012-07-09,11659.599609,11706.700195,11366.700195,11514.500000,11514.500000,75609920000
2012-07-16,11511.299805,11674.400391,11467.599609,11622.900391,11622.900391,71343290000
2012-07-23,11535.400391,11802.500000,11416.500000,11766.400391,11766.400391,94597220000
2012-07-30,11763.799805,11803.799805,11475.400391,11662.599609,11662.599609,73998960000
2012-08-06,11764.200195,11890.900391,11666.200195,11890.900391,11890.900391,59487610000
2012-08-13,11898.299805,12089.900391,11802.900391,12089.900391,12089.900391,68529460000
2012-08-20,12088.900391,12196.799805,12033.599609,12082.200195,12082.200195,67221760000
2012-08-27,12097.900391,12100.200195,11872.299805,11949.299805,11949.299805,65127100000
2012-09-03,11978.000000,12271.000000,11904.500000,12268.000000,12268.000000,66223060000
2012-09-10,12257.200195,12529.799805,12193.799805,12499.500000,12499.500000,90105330000
2012-09-17,12494.599609,12508.700195,12358.400391,12383.599609,12383.599609,121263480000
2012-09-24,12342.400391,12382.900391,12163.900391,12317.500000,12317.500000,86660190000
2012-10-01,12372.500000,12480.799805,12318.200195,12419.000000,12419.000000,78826280000
2012-10-08,12389.500000,12415.700195,12170.099609,12202.000000,12202.000000,58266070000
2012-10-15,12181.900391,12494.000000,12137.200195,12416.000000,12416.000000,77315050000
2012-10-22,12362.700195,12430.500000,12141.200195,12300.299805,12300.299805,78540320000
2012-10-29,12282.099609,12511.500000,12250.500000,12380.400391,12380.400391,55255970000
2012-11-05,12373.500000,12417.299805,12151.200195,12196.799805,12196.799805,79861130000
2012-11-12,12219.799805,12239.599609,11761.299805,11877.700195,11877.700195,82292910000
2012-11-19,12003.500000,12229.799805,11878.200195,12213.200195,12213.200195,55060330000
2012-11-26,12199.200195,12246.299805,12004.500000,12239.400391,12239.400391,81873700000
2012-12-03,12253.700195,12253.700195,12095.500000,12159.599609,12159.599609,90268520000
2012-12-10,12212.099609,12365.799805,12161.099609,12296.700195,12296.700195,103959900000
2012-12-17,12281.299805,12414.900391,12233.099609,12385.700195,12385.700195,117473820000
2012-12-24,12379.299805,12400.000000,12289.700195,12316.099609,12316.099609,25178960000
2012-12-31,12296.099609,12588.799805,12289.700195,12540.799805,12540.799805,54300670000
2013-01-07,12503.200195,12618.400391,12448.200195,12602.200195,12602.200195,85129400000
2013-01-14,12627.400391,12751.200195,12569.200195,12725.700195,12725.700195,90013170000
2013-01-21,12748.099609,12875.400391,12725.700195,12816.599609,12816.599609,67610260000
2013-01-28,12860.400391,12895.299805,12682.700195,12768.799805,12768.799805,86532370000
2013-02-04,12683.700195,12823.500000,12668.799805,12801.200195,12801.200195,76779620000
2013-02-11,12789.200195,12815.400391,12667.700195,12686.599609,12686.599609,84863370000
2013-02-18,12722.200195,12810.200195,12602.500000,12701.599609,12701.599609,80499520000
2013-02-25,12760.900391,12832.700195,12605.799805,12773.099609,12773.099609,92016910000
2013-03-04,12765.799805,12869.599609,12705.000000,12835.599609,12835.599609,91520700000
2013-03-11,12824.900391,12904.700195,12725.799805,12830.000000,12830.000000,106274620000
2013-03-18,12788.900391,12831.200195,12745.400391,12757.400391,12757.400391,87571380000
2013-03-25,12783.700195,12788.400391,12622.500000,12749.900391,12749.900391,64128600000
2013-04-01,12751.599609,12751.599609,12244.200195,12331.900391,12331.900391,84298330000
2013-04-08,12325.099609,12555.700195,12290.299805,12337.599609,12337.599609,81533790000
2013-04-15,12184.099609,12335.900391,11916.599609,12065.599609,12065.599609,106627430000
2013-04-22,12117.799805,12370.700195,12026.900391,12220.200195,12220.200195,78144950000
2013-04-29,12283.299805,12533.799805,12220.200195,12438.000000,12438.000000,88504490000
2013-05-06,12480.200195,12601.099609,12416.299805,12589.099609,12589.099609,901520000
2013-05-13,12573.000000,12636.299805,12439.099609,12613.000000,12613.000000,830620000
2013-05-20,12669.500000,12889.299805,12598.900391,12667.200195,12667.200195,760460000
2013-05-27,12688.599609,12798.500000,12620.099609,12650.400391,12650.400391,934860000
2013-06-03,12661.200195,12681.200195,12310.299805,12373.299805,12373.299805,859900000
2013-06-10,12375.599609,12400.700195,12032.400391,12187.400391,12187.400391,816420000
2013-06-17,12249.299805,12389.099609,11935.700195,11995.700195,11995.700195,1158920000
2013-06-24,11909.000000,12181.000000,11759.000000,12129.099609,12129.099609,961280000
2013-07-01,12178.000000,12217.400391,12055.599609,12134.900391,12134.900391,14761830000
2013-07-08,12188.099609,12519.700195,12134.900391,12462.200195,12462.200195,778160000
2013-07-15,12515.900391,12693.900391,12462.200195,12685.099609,12685.099609,783340000
2013-07-22,12685.099609,12772.099609,12614.599609,12647.900391,12647.900391,805920000
2013-07-29,12647.900391,12688.400391,12486.599609,12603.299805,12603.299805,50740460000
2013-08-05,12603.299805,12603.299805,12400.099609,12542.099609,12542.099609,65213600000
2013-08-12,12542.200195,12800.000000,12542.200195,12736.900391,12736.900391,87501460000
2013-08-19,12735.500000,12776.099609,12542.799805,12762.299805,12762.299805,57842600000
2013-08-26,12762.299805,12812.599609,12567.200195,12653.900391,12653.900391,28258470000
2013-09-02,12654.299805,12888.700195,12654.299805,12820.900391,12820.900391,28840340000
2013-09-09,12820.900391,12861.400391,12693.900391,12723.400391,12723.400391,40212730000
2013-09-16,12723.400391,12964.900391,12723.400391,12806.500000,12806.500000,97250870000
2013-09-23,12806.500000,12913.599609,12784.099609,12844.099609,12844.099609,72060410000
2013-09-30,12843.200195,12866.900391,12700.400391,12758.700195,12758.700195,75511060000
2013-10-07,12758.700195,12934.599609,12678.000000,12892.099609,12892.099609,69540050000
2013-10-14,12892.099609,13156.799805,12839.299805,13136.099609,13136.099609,55140140000
2013-10-21,13136.099609,13402.400391,13136.099609,13399.400391,13399.400391,89383590000
2013-10-28,13399.400391,13471.099609,13326.200195,13337.500000,13337.500000,84920630000
2013-11-04,13337.500000,13412.299805,13285.200195,13378.299805,13378.299805,64146720000
2013-11-11,13378.299805,13490.200195,13289.799805,13482.599609,13482.599609,75950320000
2013-11-18,13482.599609,13517.000000,13387.299805,13478.299805,13478.299805,49255180000
2013-11-25,13478.400391,13507.299805,13348.799805,13395.400391,13395.400391,62866930000
2013-12-02,13395.400391,13459.000000,13200.400391,13280.700195,13280.700195,87715350000
2013-12-09,13280.700195,13360.799805,13059.700195,13125.700195,13125.700195,63685730000
2013-12-16,13125.700195,13504.299805,13125.700195,13399.599609,13399.599609,98632210000
2013-12-23,13399.900391,13604.299805,13399.900391,13588.000000,13588.000000,23311130000
2013-12-30,13587.599609,13644.299805,13521.799805,13548.900391,13548.900391,36800070000
2014-01-06,13548.900391,13750.700195,13473.200195,13747.500000,13747.500000,80102550000
2014-01-13,13747.500000,13910.400391,13658.000000,13888.200195,13888.200195,108614830000
2014-01-20,13888.200195,14002.400391,13698.299805,13717.799805,13717.799805,96852710000
2014-01-27,13717.799805,13750.299805,13520.500000,13694.900391,13694.900391,88850350000
2014-02-03,13694.900391,13793.500000,13450.299805,13786.500000,13786.500000,92910290000
2014-02-10,13786.500000,14071.500000,13780.099609,14054.799805,14054.799805,100278520000
2014-02-17,14054.799805,14253.200195,14054.799805,14205.700195,14205.700195,79711920000
2014-02-24,14205.700195,14280.900391,14176.400391,14209.599609,14209.599609,92194710000
2014-03-03,14209.700195,14335.500000,14160.900391,14299.099609,14299.099609,84027720000
2014-03-10,14299.000000,14330.400391,14201.200195,14227.700195,14227.700195,80830410000
2014-03-17,14227.700195,14406.900391,14220.000000,14335.799805,14335.799805,94891560000
2014-03-24,14335.799805,14402.500000,14139.299805,14260.700195,14260.700195,85632920000
2014-03-31,14260.700195,14474.700195,14260.700195,14393.099609,14393.099609,89274490000
2014-04-07,14393.099609,14444.900391,14221.400391,14257.700195,14257.700195,86461470000
2014-04-14,14257.700195,14508.500000,14224.900391,14500.400391,14500.400391,70360030000
2014-04-21,14500.400391,14587.099609,14232.299805,14533.599609,14533.599609,79357340000
2014-04-28,14533.599609,14765.200195,14459.799805,14765.200195,14765.200195,76997900000
2014-05-05,14765.200195,14765.200195,14491.900391,14534.099609,14534.099609,74711440000
2014-05-12,14535.599609,14706.099609,14473.799805,14514.700195,14514.700195,73318970000
2014-05-19,14514.700195,14742.500000,14488.599609,14708.099609,14708.099609,50809670000
2014-05-26,14708.099609,14765.000000,14529.099609,14604.200195,14604.200195,69958140000
2014-06-02,14604.200195,14840.500000,14604.200195,14838.900391,14838.900391,75673960000
2014-06-09,14838.900391,15017.200195,14832.599609,15001.599609,15001.599609,75559520000
2014-06-16,15001.599609,15124.900391,15001.599609,15109.000000,15109.000000,102760700000
2014-06-23,15109.400391,15137.700195,14937.900391,15094.299805,15094.299805,73121720000
2014-06-30,15092.799805,15256.400391,15060.799805,15215.000000,15215.000000,48409840000
2014-07-07,15215.400391,15216.099609,15021.099609,15125.500000,15125.500000,82160820000
2014-07-14,15125.099609,15291.200195,15057.400391,15266.599609,15266.599609,78499890000
2014-07-21,15266.400391,15503.400391,15208.799805,15455.000000,15455.000000,68812910000
2014-07-28,15452.299805,15527.299805,15130.900391,15215.299805,15215.299805,83751800000
2014-08-04,15215.900391,15254.799805,15056.099609,15196.299805,15196.299805,63275170000
2014-08-11,15196.299805,15319.900391,15182.099609,15304.200195,15304.200195,70635890000
2014-08-18,15304.200195,15574.200195,15304.200195,15535.599609,15535.599609,60233400000
2014-08-25,15535.900391,15653.400391,15516.500000,15625.700195,15625.700195,62239580000
2014-09-01,15626.900391,15685.099609,15525.200195,15569.900391,15569.900391,61037510000
2014-09-08,15569.900391,15580.500000,15432.299805,15531.599609,15531.599609,74373970000
2014-09-15,15530.900391,15556.200195,15238.000000,15265.400391,15265.400391,111140300000
2014-09-22,15259.400391,15266.099609,14821.700195,15026.799805,15026.799805,89195880000
2014-09-29,14976.200195,15047.099609,14545.599609,14789.799805,14789.799805,100198880000
2014-10-06,14829.599609,14878.700195,14188.799805,14227.400391,14227.400391,107253360000
2014-10-13,14185.200195,14297.200195,13646.799805,14227.700195,14227.700195,106946850000
2014-10-20,14240.099609,14584.299805,14180.099609,14543.799805,14543.799805,87217810000
2014-10-27,14526.000000,14641.299805,14385.299805,14613.299805,14613.299805,96403280000
2014-11-03,14632.200195,14712.099609,14327.000000,14690.799805,14690.799805,107551550000
2014-11-10,14729.099609,14890.799805,14671.700195,14843.099609,14843.099609,97080880000
2014-11-17,14825.900391,15184.400391,14825.900391,15111.099609,15111.099609,99183210000
2014-11-24,15121.400391,15132.599609,14743.900391,14744.700195,14744.700195,97102120000
2014-12-01,14753.500000,14789.000000,14435.000000,14473.700195,14473.700195,128422570000
2014-12-08,14410.099609,14410.099609,13713.200195,13731.099609,13731.099609,140621890000
2014-12-15,13758.299805,14530.500000,13635.500000,14468.299805,14468.299805,222783950000
2014-12-22,14494.599609,14645.099609,14395.400391,14609.299805,14609.299805,44715340000
2014-12-29,14634.299805,14756.299805,14555.700195,14753.700195,14753.700195,48654940000
2015-01-05,14709.000000,14709.000000,14162.000000,14384.900391,14384.900391,117421030000
2015-01-12,14378.299805,14378.299805,13892.599609,14309.400391,14309.400391,147314810000
2015-01-19,14307.700195,14853.299805,14195.400391,14779.400391,14779.400391,117029330000
2015-01-26,14787.700195,14852.700195,14392.599609,14673.500000,14673.500000,122791120000
2015-02-02,14713.900391,15204.500000,14713.900391,15083.900391,15083.900391,126344760000
2015-02-09,15084.900391,15339.500000,14977.200195,15264.799805,15264.799805,109256260000
2015-02-16,15249.000000,15349.000000,15099.900391,15172.200195,15172.200195,81475470000
2015-02-23,15127.599609,15333.599609,15120.799805,15234.299805,15234.299805,112249880000
2015-03-02,15240.900391,15283.700195,14910.299805,14952.500000,14952.500000,100670750000
2015-03-09,14964.599609,14964.599609,14606.200195,14731.500000,14731.500000,93815840000
2015-03-16,14733.500000,15028.000000,14719.299805,14942.400391,14942.400391,124655040000
2015-03-23,14962.900391,15161.599609,14717.700195,14812.400391,14812.400391,91852170000
2015-03-30,14855.400391,15070.299805,14813.700195,15026.599609,15026.599609,71449610000
2015-04-06,15028.700195,15406.099609,15016.500000,15388.400391,15388.400391,91330230000
2015-04-13,15401.299805,15524.799805,15275.500000,15360.599609,15360.599609,96011600000
2015-04-20,15376.799805,15483.099609,15215.900391,15408.299805,15408.299805,77437720000
2015-04-27,15442.299805,15456.400391,15192.500000,15339.799805,15339.799805,93844240000
2015-05-04,15347.700195,15416.599609,14934.299805,15170.000000,15170.000000,106143110000
2015-05-11,15182.200195,15237.200195,14948.299805,15108.099609,15108.099609,87381480000
2015-05-18,15115.799805,15230.700195,15051.700195,15200.799805,15200.799805,62423830000
2015-05-25,15192.599609,15205.299805,14956.000000,15014.099609,15014.099609,76457360000
2015-06-01,15040.900391,15182.200195,14946.000000,14957.200195,14957.200195,75026710000
2015-06-08,14939.099609,14953.000000,14687.000000,14741.200195,14741.200195,76979710000
2015-06-15,14684.200195,14825.099609,14584.400391,14653.099609,14653.099609,110456890000
2015-06-22,14644.900391,14995.299805,14644.900391,14808.099609,14808.099609,75834800000
2015-06-29,14738.500000,14738.500000,14482.200195,14682.400391,14682.400391,56769960000
2015-07-06,14594.599609,14670.299805,14524.599609,14593.599609,14593.599609,19484750000
